Variable,Title1,Title2,Title3,Type,Not Experience,Weight,Flag
LEAKIDK,Flag indicating the inside water leak came from unknown source,"Respondents were first asked ILEAK2 (Did any inside water leaks happen within the past 12 months?), and if they replied yes, were then asked WHERELK2 (Where did the water come from?).",Where did the water come from? (Mark all that apply),Binary,FALSE,FALSE,FALSE
WALLCRACK,Flag indicating inside walls or ceilings have open holes or cracks,,"In the inside walls or ceilings of this housing unit, are there any open holes or cracks wider than the edge of a dime?",Binary,FALSE,FALSE,FALSE
FLOORHOLE,Flag indicating floor has holes,,Are any holes in the floors big enough for someone to catch their foot on?,Binary,FALSE,FALSE,FALSE
FNDCRUMB,"Flag indicating foundation has holes, cracks, or crumbling",,"Are there holes or open cracks or crumbling in the foundation of this housing unit--that is, in the base on which the unit stands?",Binary,FALSE,FALSE,FALSE
ROOFSHIN,Flag indicating roof has missing shingles or other roofing materials,,Does the roof have missing shingles or other missing roofing materials?,Binary,FALSE,FALSE,FALSE
ROOFHOLE,Flag indicating roof has holes,,Does the roof have any holes?,Binary,FALSE,FALSE,FALSE
ROOFSAG,Flag indicating roof's surface sags or is uneven,,Does the roof's surface sag or appear uneven?,Binary,FALSE,FALSE,FALSE
WALLSIDE,"Flag indicating outside walls have missing siding, bricks, or other missing wall materials",,"Do the outside walls have any missing siding, bricks, or other missing wall materials?",Binary,FALSE,FALSE,FALSE
WALLSLOPE,"Flag indicating outside walls slope, lean, buckle, or slant",,"Do the outside walls slope, lean, buckle, or slant?",Binary,FALSE,FALSE,FALSE
WINBOARD,Flag indicating windows are boarded up,,Are any of the windows in this housing unit boarded up?,Binary,FALSE,FALSE,FALSE
WINBROKE,Flag indicating windows are broken,,Are any of the windows in this housing unit broken?,Binary,FALSE,FALSE,FALSE
WINBARS,Flag indicating unit's windows covered with metal bars,,Are any of the windows in this unit covered with metal bars?,Binary,TRUE,FALSE,FALSE
COLDEQFREQ,Number of times main heating equipment broke down for 6 hours or more (provided that main heating equipment broke down and unit was uncomfortably cold for 24 hours or more last winter),"This question is only asked if the respondent replied ""yes"" to COLDEQ (meaning they were uncomfortably cold because the heating equipment had broken down). AHS began imputing COLDEQFREQ in 2017.",How many times did main heating equipment break down for 6 hours or more?,Continuous,FALSE,FALSE,FALSE
NOWATFREQ,Number of times unit was completely without running water in the last 3 months,NOWATFREQ is determined using IFDRY (Have you been completely without running water in the past 3 months?) and NUMDRY (How many of these lasted 6 hours or more?).,How many times was running water not available for 6 hours or more (in the past 3 months)?,Continuous,FALSE,FALSE,FALSE
NOTOILFREQ,Number of toilet breakdowns within last 3 months that lasted 6 hours or more,"NOTOILFREQ is determined using NUM3TLT (How many times in the last 3 months was the toilet not working?) and NUMTLT (How many of those times was it not working for 6 hours or more?). AHS began imputing NUM3TLT and NUMTLT in 2017. While NOTOILFREQ is not imputed directly, its components are and it's edit flag indicates imputation where one or more of its component variables are imputed.",See User Notes,Continuous,FALSE,FALSE,FALSE
MOLDKITCH,Flag indicating mold was present in kitchen in the last 12 months,"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?).",Was the mold in the... ? (Mark all that apply),Binary,FALSE,FALSE,FALSE
MOLDBATH,Flag indicating mold was present in bathroom in the last 12 months,"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?).",Was the mold in the... ? (Mark all that apply),Binary,FALSE,FALSE,FALSE
MOLDBEDRM,Flag indicating mold was present in bedroom in the last 12 months,"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?).",Was the mold in the... ? (Mark all that apply),Binary,FALSE,FALSE,FALSE
MOLDBASEM,Flag indicating mold was present in basement in the last 12 months,"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?).",Was the mold in the... ? (Mark all that apply),Binary,FALSE,FALSE,FALSE
MOLDLROOM,Flag indicating mold was present in living room in the last 12 months,"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?).",Was the mold in the... ? (Mark all that apply),Binary,FALSE,FALSE,FALSE
MOLDOTHER,Flag indicating mold was present in some other room in the last 12 months,"Respondents were first asked MOLD (In the last 12 months, was there mold covering an area greater than or equal to the size of an 8 1/2"" x 11"" piece of paper in your unit?), and if they replied yes, were then asked MLDROOM (which room?).",Was the mold in the... ? (Mark all that apply),Binary,FALSE,FALSE,FALSE
RODENT,Number of times there was signs of rodents in last 12 months,"RODENT is determined using EVROD (Have you ever seen signs of mice or rats inside your home?), M12ROD (Was that in the last 12 months?) and RATFREQ (How often have you seen this evidence in your home in the last 12 months?).",See User Notes,Categorical,FALSE,FALSE,FALSE
ROACH,Number of times there were signs of live or dead cockroaches in last 12 months,"ROACH is determined using EROACH (Have you ever seen signs of live or dead cockroaches or cockroach feces inside your home? ), M12ROACH (Was that in the last 12 months?) and ROACHFRQ (How often have you seen this evidence in your home in the last 12 months?).",See User Notes,Categorical,FALSE,FALSE,FALSE
SEWBREAK,Number of sewer breakdowns within last 3 months that last 6 hours or more,SEWBREAK is determined using IFSEW (Did the sewage system break down in the last 3 months?) and NUMSEW ( How many of these breakdowns lasted 6 hours or more?).,See User Notes,Categorical,FALSE,FALSE,FALSE
FUSEBLOW,Number of times fuses blown or circuit breakers tripped in last 3 months,"FUSEBLOW is determined using IFBLOW (Have any fuses blown or circuit breakers tripped in the last 3 months?) and NUMBLOW (How many times in the last 3 months?). AHS began imputing IFBLOW and NUMBLOW in 2017. While FUSEBLOW is not imputed directly, its components are and it's edit flag indicates imputation where one or more of its component variables are imputed.",See User Notes,Categorical,FALSE,FALSE,FALSE
VACMONTHS,Number of months unit has been vacant,,How many months has that unit been vacant?,Continuous,FALSE,FALSE,FALSE
DWNPAYPCT,Down payment percentage,"Respondents could report in either dollars or percentage (DWNAMT - Considering all sources of money, what was the total amount of the down payment? You may answer in dollars or percent.) If reported in dollars (DWNDLR) the value was converted to percent for the microdata. DWNPCT is the Instrument variable used to collect the percentage.",See User Notes,Categorical,FALSE,FALSE,FALSE
MHMOVE,Flag indicating mobile home to be moved,"MHMOVE (2015 and later) and MHSTAY (pre-2015) contain the same information, but presented differently.","Is this mobile home to remain where it is, or is it to be moved?",Binary,FALSE,FALSE,FALSE
ELECAMT,Monthly electric amount,"Monthly electric amount represents average monthly costs paid for electricity. Average monthly costs are estimated from regression models developed from the Residential Energy Consumption Survey (RECS) sponsored by the Department of Energy (DOE). The RECS collects data on electricity consumption and costs, as well as some housing and household characteristics similar to those collected in the AHS. Housing and household characteristics and heating and cooling degree days from the AHS are used as inputs to the models. Separate models are applied to units that use electricity alone and those that use both electricity and natural gas. When electricity is billed separately or can be modeled separately, the models estimate electricity consumption, which is converted into costs with price data. When the electric bill is combined with a utility that cannot be modeled separately (i.e., oil, other fuels, trash, water), the models estimate costs with additional information on either the last bill or the respondent's best estimate of average monthly electric costs. Amounts are for occupied units that use and pay for electricity, where the electricity cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for electricity or if the electric costs would be included in the rent, condo fee, or other charges.",See User Notes,Continuous,TRUE,FALSE,FALSE
GASAMT,Monthly gas amount,"Monthly gas amount represents average monthly costs paid for gas (note: the variable GASSOURCE indicates whether gas is delivered through underground pipes or is bottled gas). Average monthly costs are estimated from regression models developed from the Residential Energy Consumption Survey (RECS) sponsored by the Department of Energy (DOE). The RECS collects data on gas consumption and costs, as well as some housing and household characteristics similar to those collected in the AHS. Separate models were developed for piped natural gas and bottled liquid petroleum gas (propane). Housing and household characteristics and heating and cooling degree days from the AHS are used as inputs to the models. When gas is billed separately or can be modeled separately, the models estimate gas consumption, which is converted into costs with price data. When the gas bill is combined with a utility that cannot be modeled separately (i.e., oil, other fuels, trash, water), the models estimate costs with additional information on either the last bill or the respondent's best estimate of average monthly gas costs. Amounts are for occupied units that use and pay for gas, where the gas cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for gas or if the gas costs would be included in the rent, condo fee, or other charges.",See User Notes,Continuous,TRUE,FALSE,FALSE
OILAMT,Monthly oil amount,"Monthly oil amount represents average monthly costs paid for oil. Respondents who use oil are asked to estimate the total cost for fuel oil in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts are for occupied units that use and pay for oil, where the oil cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for oil or if the oil costs would be included in the rent, condo fee, or other charges.","In the last year, what was the total cost for fuel oil?",Continuous,TRUE,FALSE,FALSE
OTHERAMT,Monthly amount for other fuels,"Monthly amount for other fuels represents average monthly costs paid for other fuels (i.e., wood, coal, kerosene, or any other fuel). Respondents who use other fuels are asked to estimate the total cost for other fuels in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts are for occupied units that use and pay for other fuels, where the cost for other fuels is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for other fuels or if the other fuel costs would be included in the rent, condo fee, or other charges.","In the last year, what was the total cost for wood, coal, kerosene, or other fuel?",Continuous,TRUE,FALSE,FALSE
TRASHAMT,Monthly trash amount,"Monthly trash amount represents average monthly costs paid for garbage and trash collection. Respondents are asked to estimate the total cost for garbage and trash collection in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts for occupied units that pay for garbage and trash collection, where the garbage and trash collection cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for garbage and trash collection or if the garbage and trash collection costs would be included in the rent, condo fee, or other charges.","In the last year, what was the total cost for garbage and trash collection?",Continuous,TRUE,FALSE,FALSE
WATERAMT,Monthly water amount,"Monthly water amount represents average monthly costs paid for water supply and sewage disposal. Respondents are asked to estimate the total cost for their water supply and sewage disposal in the past 12 months. The total amount for the past 12 months is divided by 12 to obtain the average monthly amount. Amounts are for occupied units that pay for their water supply and sewage disposal, where the water supply and sewage disposal cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for water supply and sewage disposal or if the water supply and sewage disposal costs would be included in the rent, condo fee, or other charges.","In the last year, what was the total cost for water supply and sewage disposal?",Continuous,TRUE,FALSE,FALSE
UTILAMT,Monthly total utility amount,"UTILAMT is the sum of ELECAMT, GASAMT, OILAMT, WATERAMT, OTHERAMT, and TRASHAMT.",NA,Continuous,TRUE,FALSE,FALSE
REMODJOBS,Total number of home improvement jobs in last two years,,NA,Continuous,FALSE,FALSE,FALSE
FS,Flag indicating food stamp or supplemental nutrition assistance program recipency (past 12 months),"The universe for FS changed between 2015 and 2017. In 2015 the universe was based on family income and the number of people in the unit. In 2017 it was based on the individual income of people in the unit and other factors such as reporting income from Temporary Assistance for Needy Families (TANF) or if the household reported receiving food assistance in 2015. The 2015 ""conditions in universe"" was INTSTATUS = '1' and ((NUMPEOPLE = 1) and (FINCP <= 35010)) or if ((NUMPEOPLE = 2) and (FINCP <= 47190)) or if ((NUMPEOPLE = 3) and (FINCP <= 59370)) or if ((NUMPEOPLE = 4) and (FINCP <= 71550)) or if ((NUMPEOPLE = 5) and (FINCP <= 83730)) or if ((NUMPEOPLE = 6) and (FINCP <= 95910)) or if ((NUMPEOPLE = 7) and (FINCP <= 108090)) or if ((NUMPEOPLE >= 8) and (FINCP <= 120270))","In the 12 months prior to the date of the interview, did you receive benefits from the Food Stamp Benefits Program or SNAP (the Supplemental Nutrition Assistance Program)?",Binary,FALSE,FALSE,FALSE
HHHEAR,Flag indicating householder has difficulty hearing,,NA,Binary,TRUE,FALSE,FALSE
HHSEE,Flag indicating householder has difficulty seeing,,NA,Binary,TRUE,FALSE,FALSE
HHMEMRY,Flag indicating householder has difficulty concentrating or remembering,,NA,Binary,TRUE,FALSE,FALSE
HHWALK,Flag indicating householder has difficulty walking or climbing stairs,,NA,Binary,TRUE,FALSE,FALSE
HHCARE,Flag indicating householder has difficulty dressing or bathing,,NA,Binary,TRUE,FALSE,FALSE
HHERRND,Flag indicating householder has difficulty doing errands,,NA,Binary,TRUE,FALSE,FALSE
NUMHEAR,Number of persons living in this unit who have difficulty hearing,This variable is recoded from PHEAR to count the number of people who have a hearing disability and group them into the categories in this variable.,NA,Categorical,TRUE,FALSE,FALSE
NUMSEE,Number of persons living in this unit who have difficulty seeing,This variable is recoded from PSEE to count the number of people who have a seeing disability and group them into the categories in this variable.,NA,Categorical,TRUE,FALSE,FALSE
NUMMEMRY,Number of persons living in this unit who have difficulty concentrating or remembering,This variable is recoded from PMEMRY to count the number of people who have a memory disability and group them into the categories in this variable.,NA,Categorical,TRUE,FALSE,FALSE
NUMWALK,Number of persons living in this unit who have difficulty walking or climbing stairs,This variable is recoded from PWALK to count the number of people who have a walking disability and group them into the categories in this variable.,NA,Categorical,TRUE,FALSE,FALSE
NUMCARE,Number of persons living in this unit who have difficulty dressing or bathing,This variable is recoded from PCARE to count the number of people who have a self-care disability and group them into the categories in this variable.,NA,Categorical,TRUE,FALSE,FALSE
NUMERRND,Number of persons living in this unit who have difficulty doing errands,This variable is recoded from PERRND to count the number of people who have trouble doing errands independently and group them into the categories in this variable.,NA,Categorical,TRUE,FALSE,FALSE
DISHH,Flag indicating disabled person household,"The DISHH variable is a recode that uses all of the household level disability variables. It has values of '1' and '2' for houses that have a person with a disability or don't have a person with a disability respectively. The value 'M' is used to represent cases that had no positive disability responses and at least one ""don't know"" and/or refusal response.",NA,Binary,FALSE,FALSE,FALSE
MVG1TYPE,Type of structure of former home (mover group 1),,This question is about where you lived just before moving here. Was that residence a ___.,Categorical,FALSE,FALSE,FALSE
MVG2TYPE,Type of structure of former home (mover group 2),,This question is about where you lived just before moving here. Was that residence a ___.,Categorical,FALSE,FALSE,FALSE
MVG3TYPE,Type of structure of former home (mover group 3),,This question is about where you lived just before moving here. Was that residence a ___.,Categorical,FALSE,FALSE,FALSE
MVG1TEN,Tenure of former home (mover group 1),,This question is about where you lived just before moving here. Was that home ___.,Categorical,FALSE,FALSE,FALSE
MVG2TEN,Tenure of former home (mover group 2),,This question is about where you lived just before moving here. Was that home ___.,Categorical,FALSE,FALSE,FALSE
MVG3TEN,Tenure of former home (mover group 3),,This question is about where you lived just before moving here. Was that home ___.,Categorical,FALSE,FALSE,FALSE
MVG1PER,Number of people in former home (mover group 1),,This question is about where you lived just before moving here. How many people lived in that household just before the move?,Continuous,FALSE,FALSE,FALSE
MVG2PER,Number of people in former home (mover group 2),,This question is about where you lived just before moving here. How many people lived in that household just before the move?,Continuous,FALSE,FALSE,FALSE
MVG3PER,Number of people in former home (mover group 3),,This question is about where you lived just before moving here. How many people lived in that household just before the move?,Continuous,FALSE,FALSE,FALSE
MVG1COST,Comparison of housing costs to former home (mover group 1),,"When you moved, did your housing costs increase, decrease, or stay about the same?",Categorical,TRUE,FALSE,FALSE
MVG2COST,Comparison of housing costs to former home (mover group 2),,"When you moved, did your housing costs increase, decrease, or stay about the same?",Categorical,TRUE,FALSE,FALSE
MVG3COST,Comparison of housing costs to former home (mover group 3),,"When you moved, did your housing costs increase, decrease, or stay about the same?",Categorical,TRUE,FALSE,FALSE
MVG1STAT,Flag indicating former home was owned/rented by someone in current home (mover group 1),MVGXSTAT is determined using XHEAD (Was that unit owned/rented by someone who moved here?) and XREL (Was it owned/rented by a relative?).,See User Notes,Categorical,FALSE,FALSE,FALSE
MVG2STAT,Flag indicating former home was owned/rented by someone in current home (mover group 2),MVGXSTAT is determined using XHEAD (Was that unit owned/rented by someone who moved here?) and XREL (Was it owned/rented by a relative?).,See User Notes,Categorical,FALSE,FALSE,FALSE
MVG3STAT,Flag indicating former home was owned/rented by someone in current home (mover group 3),MVGXSTAT is determined using XHEAD (Was that unit owned/rented by someone who moved here?) and XREL (Was it owned/rented by a relative?).,See User Notes,Categorical,FALSE,FALSE,FALSE
MVG1LOC,Flag indicating move was more than 50 miles (mover group 1),"Respondents are first asked for the zip code of the previous address (XZIP). If they don't know, they are then asked if the move was more than 50 miles (XLOC). If the zip code was reported, that information was used by Census to determine if the location was more than 50 miles using the centroids of the current ZIP code and previous ZIP code.",See User Notes,Binary,FALSE,FALSE,FALSE
MVG2LOC,Flag indicating move was more than 50 miles (mover group 2),"Respondents are first asked for the zip code of the previous address (XZIP). If they don't know, they are then asked if the move was more than 50 miles (XLOC). If the zip code was reported, that information was used by Census to determine if the location was more than 50 miles using the centroids of the current ZIP code and previous ZIP code.",See User Notes,Binary,FALSE,FALSE,FALSE
MVG3LOC,Flag indicating move was more than 50 miles (mover group 3),"Respondents are first asked for the zip code of the previous address (XZIP). If they don't know, they are then asked if the move was more than 50 miles (XLOC). If the zip code was reported, that information was used by Census to determine if the location was more than 50 miles using the centroids of the current ZIP code and previous ZIP code.",See User Notes,Binary,FALSE,FALSE,FALSE
SEARCHSTOP,Reason for stopping housing search sooner than preferred,"SEARCHSTOP is determined using STOPLOOK (Did you end your housing search sooner than you would have liked?), STPLKTIME (Did you end your housing search because you had to move quickly and did not have time to fully explore your housing options?), and STPLKTRAV (because you had difficulty traveling to other neighborhoods to find preferred housing?).",See User Notes,Categorical,FALSE,FALSE,FALSE
MOVFORCE,"Flag indicating respondent, who moved in last two years, was forced to move by landlord, bank, government, or disaster","In 2015 only one question was asked (MOVFORCE - Were you forced to move by a landlord, a bank or other financial institution, the government, or because of a disaster or fire?). In 2017 and later, the single MOVFORCE item was replaced with two items: MOVFORCE2 (Were you forced to move by a landlord, a bank or other financial institution, or the government?) and MOVDISAS (Were you forced to move because of a disaster or fire?). Also see MOVWHY.",See User Notes,Binary,FALSE,FALSE,FALSE
HRATE,Rating of current home,,"Is this housing unit better, worse, or about the same as your last home?",Categorical,FALSE,FALSE,FALSE
NRATE,Rating of current neighborhood,,"Is this neighborhood better, worse, or about the same as your last neighborhood?",Categorical,FALSE,FALSE,FALSE
MGRONSITE,Flag indicating there is an owner or property manager onsite,"MGRONSITE is determined using OWNHEREQA (Does the owner of the building live in one of the units in this building?), OWNHEREQB (Does the property manager live in one of the units in this building?), and OWNHEREQC (Does the owner or property manger live in one of the units in this building?). OWNHEREQA and OWNHEREQB are asked of multiunit buildings with 2-4 units. OWNHEREQC is asked of buildings with 5 or more units.",See User Notes,Categorical,FALSE,FALSE,FALSE
ADEQUACY,Type of housing adequacy,This item reflects categorizations of housing quality defined by HUD.,NA,Categorical,FALSE,FALSE,FALSE
POVLVLINC,Federal poverty level threshold,This is the federal poverty measure used to determine financial eligibility for certain federal programs. It is based on federal poverty thresholds created by Census. More information about the creation of these thresholds and the values of the thresholds themselves can be found at https://www.census.gov/hhes/www/poverty/index.html.,NA,Continuous,FALSE,FALSE,FALSE
HUDSUB,Subsidized renter status and eligibility,"This variable provides additional information regarding the eligibility of the household for housing subsidies. For more information see the ""subsidized renter status"" in the Subject Definitions found here: https://www.census.gov/programs-surveys/ahs/tech-documentation/def-errors-changes.html",NA,Categorical,FALSE,FALSE,FALSE
UPKEEP,Type of upkeep problems,"This item reflects levels of upkeep problems defined by HUD. Moderately inadequate upkeep is defined as having three of four of the following problems: (1) water leaks from the outside, such as from the roof, basement, windows, or doors; (2) leaks from inside structure, such as pipes or plumbing fixtures; (3) holes in the floors; (4) holes or open cracks in the walls or ceilings; (5) more than 8 by 11 inches of peeling paint or broken plaster; or (6) signs of rats in the last 90 days. Severely inadequate upkeep is defined as having at least five of those problems.",NA,Categorical,FALSE,FALSE,FALSE
SPLITSAMP,Flag indicating split sample group,"Some AHS modules are considered to be ""topical"" as opposed to ""core."" Topical modules are included on a rotating basis and are usually asked of only half the AHS sample. When a topical module is only asked of half the sample a split sample flag is assigned to designate group 1 or 2. In 2017, Group 1 included the topic Commuting; Group 2 included Disaster Planning. In 2015, Group 1 included the topics Art, Food Security, and Housing Counseling; Group 2 included Healthy Homes.",NA,Binary,FALSE,FALSE,FALSE
VACANCY,Vacancy status,"VACANCY is determined using VACANC1 (Is the unit intended for year-round use, for occupancy only on a seasonal basis, or for use by migrant workers?) and VACANC2 (Is that house for rent only? For rent or for sale? For sale only? Rented, but not yet occupied? Sold, but not yet occupied? Held for occasional use throughout the year?). The type for this variable changed in 2015 from numeric to character. Leading zeros were added to codes 1-9 as a result of the type change.",See User Notes,Categorical,FALSE,FALSE,FALSE
REPWEIGHT1,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT2,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT3,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT4,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT5,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT6,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT7,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT8,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT9,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT10,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT11,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT12,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT13,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT14,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT15,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT16,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT17,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT18,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT19,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT20,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT21,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT22,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT23,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT24,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT25,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT26,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT27,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT28,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT29,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT30,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT31,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT32,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT33,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT34,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT35,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT36,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT37,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT38,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT39,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT40,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT41,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT42,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT43,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT44,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT45,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT46,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT47,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT48,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT49,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT50,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT51,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT52,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT53,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT54,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT55,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT56,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT57,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT58,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT59,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT60,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT61,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT62,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT63,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT64,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT65,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT66,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT67,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT68,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT69,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT70,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT71,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT72,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT73,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT74,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT75,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT76,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT77,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
